#
371	-	443067	444197	1131	1
372	-	444222	444815	594	1
373	-	444844	445233	390	1
374	-	445314	446525	1212	1
375	-	446531	447046	516	1
376	-	447147	448043	897	1
377	-	448040	448633	594	1
378	-	448630	449385	756	1
379	-	449404	451803	2400	1
380	-	451800	452279	480	1
381	-	452294	453154	861	1
382	-	453230	454372	1143	1
383	+	454421	455386	966	1
384	+	455637	455858	222	1
385	+	455977	456192	216	1
386	-	456268	456819	552	1
387	-	456915	457823	909	1
388	-	457841	458380	540	1
389	-	458461	459315	855	1
390	-	459456	462002	2547	1
391	+	462135	463307	1173	1
392	+	463411	466668	3258	1
393	+	468335	469594	1260	1
394	+	469591	470013	423	1
395	+	470010	471230	1221	1
396	-	471227	472639	1413	1
397	+	472781	474106	1326	1
398	-	474122	474841	720	1
399	+	474940	475344	405	1
400	+	475350	475742	393	1
401	+	475816	476184	369	1
402	+	476394	476642	249	1
403	-	476679	477320	642	1
404	-	477327	478556	1230	1
405	-	478566	479753	1188	1
406	+	479789	480160	372	1
407	-	480355	483231	2877	1
408	-	483228	483656	429	1
409	+	483977	485734	1758	1
410	+	485731	489939	4209	1
411	-	489887	490705	819	1
412	+	490783	491793	1011	1
413	+	491786	493858	2073	1
414	+	493851	495008	1158	1
415	-	495062	497314	2253	1
416	-	497314	498300	987	1
417	-	498300	499619	1320	1
418	+	499713	500366	654	1
419	-	500350	501018	669	1
420	+	501148	502170	1023	1
421	+	502167	502373	207	1
422	+	502366	503124	759	1
423	+	503496	504998	1503	1
424	+	505086	506582	1497	1
425	-	506561	506971	411	1
426	-	507132	507761	630	1
427	-	507758	508555	798	1
428	-	508582	510225	1644	1
429	-	510377	510652	276	1
430	-	510702	515321	4620	1
431	-	515373	515816	444	1
432	-	516017	516892	876	1
433	-	516895	517803	909	1
434	-	517803	518396	594	1
435	+	518733	519041	309	1
436	+	519073	519567	495	1
437	+	519600	520322	723	1
438	+	520324	521454	1131	1
439	+	521514	522167	654	1
440	-	522347	524533	2187	1
441	-	524530	525390	861	1
442	-	525387	526082	696	1
443	-	526143	527360	1218	1
444	-	527379	528314	936	1
445	+	528608	530230	1623	1
446	-	530296	530724	429	1
447	-	530751	532214	1464	1
448	+	532396	532911	516	1
449	-	533091	533789	699	1
450	-	533833	534396	564	1
451	-	534445	535215	771	1
452	-	535224	536507	1284	1
453	-	536504	537169	666	1
454	-	537229	538548	1320	1
455	-	538588	541491	2904	1
456	-	541488	541910	423	1
457	+	542142	542852	711	1
458	+	543174	544730	1557	1
459	-	545375	545821	447	1
460	-	545889	546803	915	1
461	-	547076	547357	282	1
462	-	547344	547517	174	1
463	-	547586	549607	2022	1
464	+	549675	551198	1524	1
465	+	551198	551689	492	1
466	+	551749	551988	240	1
467	+	552026	552550	525	1
468	+	552614	554008	1395	1
469	+	554016	554309	294	1
470	-	554313	554885	573	1
471	-	554882	556306	1425	1
472	+	556458	557252	795	1
473	+	557527	558813	1287	1
474	+	558895	559755	861	1
475	+	559888	560748	861	1
476	-	560848	561711	864	1
477	-	561854	562294	441	1
478	-	562225	562713	489	1
479	-	562723	563427	705	1
480	+	563564	564934	1371	1
481	+	565021	565443	423	1
482	+	565797	566396	600	1
483	+	566508	566771	264	1
484	+	566776	567222	447	1
485	+	567222	567896	675	1
486	-	567921	568967	1047	1
487	-	568964	569806	843	1
488	-	569988	570512	525	1
489	+	570539	571648	1110	1
490	+	571710	573065	1356	1
491	-	573046	573801	756	1
492	+	573984	575300	1317	1
493	+	575348	576790	1443	1
494	+	576787	577338	552	1
495	+	577664	578269	606	1
496	+	578426	579175	750	1
497	+	579349	580581	1233	1
498	+	580809	581492	684	1
499	-	581489	583378	1890	1
500	-	583375	583704	330	1
501	-	583701	584690	990	1
502	+	584695	585423	729	1
503	-	585424	586314	891	1
504	+	586394	587380	987	1
505	+	587377	588309	933	1
506	+	588325	589167	843	1
507	+	589183	590058	876	1
508	+	590083	590970	888	1
509	+	591111	591347	237	1
510	+	591654	592784	1131	1
511	+	592791	593867	1077	1
512	-	593871	594779	909	1
513	-	594802	595302	501	1
514	-	595464	596585	1122	1
515	+	596759	597202	444	1
516	+	597199	600105	2907	1
517	+	600098	600391	294	1
518	+	600441	601847	1407	1
519	+	601857	602786	930	1
520	+	602819	604516	1698	1
521	+	604602	605591	990	1
522	+	605604	606152	549	1
523	+	606149	606448	300	1
524	+	606551	608062	1512	1
525	-	608059	608535	477	1
526	+	608746	610056	1311	1
527	+	610188	610883	696	1
528	-	611172	612074	903	1
529	+	613038	614342	1305	1
530	-	614326	614721	396	1
531	+	614835	616223	1389	1
532	+	616223	616831	609	1
533	+	616846	617496	651	1
534	+	617493	618272	780	1
535	+	618305	619894	1590	1
536	+	619891	620865	975	1
537	+	620907	622124	1218	1
538	-	622121	622282	162	1
539	+	622329	622646	318	1
540	+	622793	624577	1785	1
541	-	624473	625480	1008	1
542	-	625562	626440	879	1
543	+	626457	627251	795	1
544	+	627248	628288	1041	1
545	-	628298	629731	1434	1
546	+	630040	631686	1647	1
547	+	631743	632375	633	1
548	+	632372	633034	663	1
549	-	633055	634404	1350	1
550	-	634416	635504	1089	1
551	-	635573	635875	303	1
552	-	635935	636213	279	1
553	-	636210	637463	1254	1
554	-	637583	637969	387	1
555	-	638032	638916	885	1
556	-	639012	639956	945	1
557	-	640228	640641	414	1
558	-	640638	640904	267	1
559	-	641096	642811	1716	1
560	+	642889	644493	1605	1
561	+	644490	645470	981	1
562	+	645467	646255	789	1
563	+	646298	647962	1665	1
564	+	647959	648474	516	1
565	+	648536	649672	1137	1
566	+	649689	650393	705	1
567	-	650407	650745	339	1
568	-	650779	651504	726	1
569	-	651529	652755	1227	1
570	+	652771	653778	1008	1
571	+	653879	654739	861	1
572	-	654924	655949	1026	1
573	-	656010	657470	1461	1
574	-	657548	658039	492	1
575	+	658321	659340	1020	1
576	+	659450	660868	1419	1
577	+	661003	661269	267	1
578	+	661295	663373	2079	1
579	-	663487	664818	1332	1
580	-	665042	665383	342	1
581	-	665851	667242	1392	1
582	-	667252	668394	1143	1
583	-	668579	669745	1167	1
584	+	669848	671152	1305	1
585	+	671166	671951	786	1
586	-	671996	675916	3921	1
587	+	676238	676996	759	1
588	-	677125	677616	492	1
589	+	677710	677925	216	1
590	+	677922	678329	408	1
591	-	678389	679075	687	1
592	+	679229	681862	2634	1
593	-	681885	684272	2388	1
594	+	684410	685132	723	1
595	+	685129	685926	798	1
596	+	685928	686815	888	1
597	+	686821	688035	1215	1
598	+	689059	690504	1446	1
599	+	690501	692027	1527	1
600	+	692024	693232	1209	1
601	+	693237	694787	1551	1
602	-	694839	695231	393	1
603	-	695228	695485	258	1
604	-	695668	696903	1236	1
605	-	697154	697567	414	1
606	-	697564	697800	237	1
607	-	697904	698410	507	1
608	-	698524	698994	471	1
609	-	699038	699799	762	1
610	+	699856	700167	312	1
611	+	700239	701189	951	1
612	+	701406	702014	609	1
613	+	702813	703199	387	1
614	+	703244	703489	246	1
615	+	703486	703887	402	1
616	+	703830	704057	228	1
617	-	704752	705909	1158	1
618	-	705961	706182	222	1
619	+	706324	706929	606	1
620	-	706948	709515	2568	1
621	+	709599	710348	750	1
622	+	710345	710587	243	1
623	+	710782	711009	228	1
624	+	711006	711407	402	1
625	+	712716	713807	1092	1
626	+	714202	715266	1065	1
627	+	715370	716317	948	1
628	+	716410	716664	255	1
629	+	716664	717059	396	1
630	-	717153	717893	741	1
631	+	718025	718285	261	1
632	+	718282	718689	408	1
633	-	718761	719912	1152	1
634	-	720005	721732	1728	1
635	-	721729	725013	3285	1
636	-	725013	728306	3294	1
637	-	728583	729278	696	1
638	-	729327	730166	840	1
639	-	730320	731033	714	1
640	+	731113	731364	252	1
641	+	731712	731879	168	1
642	+	731930	732406	477	1
643	+	732393	732821	429	1
644	+	732825	733325	501	1
645	+	733737	734222	486	1
646	+	734254	734970	717	1
647	+	735022	735450	429	1
648	+	735517	736224	708	1
649	-	736298	737203	906	1
650	-	737268	738149	882	1
651	-	738297	739160	864	1
652	-	739327	740187	861	1
653	-	740234	741139	906	1
654	-	741151	742617	1467	1
655	+	742719	746366	3648	1
656	+	746363	747037	675	1
657	+	747037	747945	909	1
658	+	748276	748812	537	1
659	+	748849	749241	393	1
660	-	749234	749929	696	1
661	+	750000	751505	1506	1
662	+	751517	752596	1080	1
663	-	752984	753367	384	1
664	-	753462	753617	156	1
665	-	753693	754409	717	1
666	-	754685	754993	309	1
667	-	754980	755225	246	1
668	-	755335	755772	438	1
669	-	755769	756023	255	1
670	+	756137	758500	2364	1
671	+	758532	758804	273	1
672	+	758801	759139	339	1
673	+	759136	759309	174	1
674	+	759807	763325	3519	1
675	+	763370	767320	3951	1
676	-	767684	769597	1914	1
677	+	769792	770550	759	1
678	+	770582	771424	843	1
679	+	771484	773112	1629	1
680	+	773123	774061	939	1
681	+	774064	774786	723	1
682	+	774783	775574	792	1
683	-	775586	778480	2895	1
684	-	778477	778905	429	1
685	+	778990	779487	498	1
686	-	779543	780040	498	1
687	-	780042	780416	375	1
688	+	780721	781311	591	1
689	+	781560	781934	375	1
690	+	781934	782404	471	1
691	+	782485	784590	2106	1
692	+	784821	786011	1191	1
693	+	786149	786946	798	1
694	+	787099	787926	828	1
695	+	787940	789160	1221	1
696	-	789157	789411	255	1
697	-	790024	791073	1050	1
698	-	791070	791666	597	1
699	+	791658	791846	189	1
700	+	791831	792160	330	1
701	+	792157	793332	1176	1
702	+	793335	794525	1191	1
703	+	794715	795470	756	1
704	+	795519	796931	1413	1
705	+	796933	798372	1440	1
706	+	798833	799444	612	1
707	+	799629	799850	222	1
708	+	800487	800792	306	1
709	+	800809	801462	654	1
710	+	801462	802133	672	1
711	+	802133	802435	303	1
712	+	802528	803370	843	1
713	+	803411	803692	282	1
714	+	803689	804282	594	1
715	+	804282	805106	825	1
716	+	805110	805526	417	1
717	+	805526	805759	234	1
718	+	805756	806166	411	1
719	+	806335	808698	2364	1
720	+	808746	809645	900	1
721	+	809946	810887	942	1
722	+	811373	811741	369	1
723	+	811742	812059	318	1
724	+	812059	812622	564	1
725	+	812627	812812	186	1
726	+	812976	813374	399	1
727	+	813398	813937	540	1
728	+	813940	814308	369	1
729	+	814328	814990	663	1
730	+	814993	815190	198	1
731	+	815190	815630	441	1
732	+	815663	817534	1872	1
733	-	817539	818444	906	1
734	-	818537	819640	1104	1
735	-	819843	820499	657	1
736	-	820496	821476	981	1
737	+	821507	822853	1347	1
738	+	822866	823594	729	1
739	-	823683	824639	957	1
740	+	824800	826125	1326	1
741	+	826122	826667	546	1
742	+	826670	827470	801	1
743	+	827543	828076	534	1
744	+	828140	828892	753	1
745	+	829207	829704	498	1
746	+	830062	830610	549	1
747	+	830855	831661	807	1
748	+	831776	832303	528	1
749	+	832981	833508	528	1
750	-	833886	834443	558	1
751	-	834440	834946	507	1
752	+	835154	835681	528	1
753	+	835701	838052	2352	1
754	+	838451	840856	2406	1
755	+	840947	841204	258	1
756	+	841228	841656	429	1
757	-	841737	841874	138	1
758	+	842033	842278	246	1
759	-	842347	843231	885	1
760	-	843242	844414	1173	1
761	-	844421	845953	1533	1
762	+	846159	847913	1755	1
763	-	848103	850040	1938	1
764	-	850741	851466	726	1
765	+	851608	852351	744	1
766	+	852396	853853	1458	1
767	-	853825	854157	333	1
768	-	854267	854686	420	1
769	-	854699	855826	1128	1
770	-	855925	856470	546	1
771	-	856473	856679	207	1
772	-	856682	858037	1356	1
773	-	858037	858864	828	1
774	-	858864	860072	1209	1
775	-	860069	860710	642	1
776	+	860912	862381	1470	1
777	+	862412	863158	747	1
778	+	863256	864143	888	1
779	+	864140	864574	435	1
780	+	864586	865854	1269	1
781	-	865851	867389	1539	1
782	-	867440	868351	912	1
783	+	868407	869030	624	1
784	-	868984	869763	780	1
785	+	870008	871426	1419	1
786	+	871431	872675	1245	1
787	-	872672	873292	621	1
788	+	873343	874236	894	1
789	-	876818	878440	1623	1
790	+	878638	879324	687	1
791	+	879340	881040	1701	1
792	-	881075	881713	639	1
793	+	881459	882418	960	1
794	+	882524	882763	240	1
795	+	882760	883434	675	1
796	-	883451	884050	600	1
797	-	884072	884800	729	1
798	-	884797	885840	1044	1
799	-	885837	886646	810	1
800	+	886719	887024	306	1
801	-	887137	888636	1500	1
802	+	890388	891482	1095	1
803	-	891472	892269	798	1
804	-	892266	893273	1008	1
805	+	893318	894619	1302	1
806	+	894631	894978	348	1
807	-	894972	895628	657	1
808	+	895820	898084	2265	1
809	+	898081	898710	630	1
810	+	898831	899787	957	1
811	-	899732	901330	1599	1
812	+	901635	902024	390	1
813	+	902111	903694	1584	1
814	+	903725	904819	1095	1
815	-	904905	905087	183	1
816	-	905234	906340	1107	1
817	+	906423	907292	870	1
818	-	907338	908018	681	1
819	-	908181	908483	303	1
820	-	908485	909318	834	1
821	-	909611	910033	423	1
822	-	910030	910842	813	1
823	+	910972	911739	768	1
824	+	911736	912683	948	1
825	+	912726	913502	777	1
826	-	913558	914199	642	1
827	-	914257	916311	2055	1
828	-	916477	917646	1170	1
829	-	917734	918750	1017	1
830	-	918912	919553	642	1
831	+	919634	920689	1056	1
832	-	920741	921133	393	1
833	-	921191	921613	423	1
834	+	921970	922875	906	1
835	-	922894	923709	816	1
836	+	924951	925364	414	1
837	+	925361	927610	2250	1
838	-	927837	930485	2649	1
839	+	930953	931597	645	1
840	-	932279	932932	654	1
841	-	933003	934031	1029	1
842	+	934720	935490	771	1
843	+	935577	936389	813	1
844	-	936457	937317	861	1
845	+	937593	937835	243	1
846	+	938112	939404	1293	1
847	+	939388	940392	1005	1
848	-	940456	941106	651	1
849	+	941190	942467	1278	1
850	-	942680	944194	1515	1
851	+	944343	944735	393	1
852	+	944938	946056	1119	1
853	+	946056	947315	1260	1
854	-	947641	948468	828	1
855	+	948757	949395	639	1
856	-	949436	951118	1683	1
857	+	951183	951626	444	1
858	+	951632	952711	1080	1
859	+	952825	953229	405	1
860	+	953257	953730	474	1
861	-	953727	954920	1194	1
862	+	955077	956288	1212	1
863	+	956293	958455	2163	1
864	-	958523	960151	1629	1
865	-	960342	962612	2271	1
866	+	962680	962880	201	1
867	+	962890	963393	504	1
868	+	963390	963872	483	1
869	+	963869	964294	426	1
870	-	964312	965535	1224	1
871	-	965983	966261	279	1
872	-	966265	967347	1083	1
873	-	967344	967733	390	1
874	+	967898	968305	408	1
875	-	968424	970244	1821	1
876	+	970505	972457	1953	1
877	-	972546	973706	1161	1
878	-	973806	974294	489	1
879	-	974291	975937	1647	1
880	+	976075	976863	789	1
881	-	976872	978203	1332	1
882	-	978481	978756	276	1
883	+	978934	979365	432	1
884	+	979362	980228	867	1
885	+	980225	980509	285	1
886	-	980506	981267	762	1
887	-	981424	982554	1131	1
888	+	982762	983784	1023	1
889	+	983803	985530	1728	1
890	-	985513	985971	459	1
891	+	987233	988705	1473	1
892	-	988740	989861	1122	1
893	-	989948	992596	2649	1
894	-	992598	993455	858	1
895	+	993853	995340	1488	1
896	-	995318	996295	978	1
897	+	996524	997705	1182	1
898	+	997782	999299	1518	1
899	+	999472	1000767	1296	1
900	-	1000808	1002415	1608	1
901	-	1002441	1002704	264	1
902	+	1002812	1003792	981	1
903	+	1003805	1003957	153	1
904	+	1003957	1004484	528	1
905	-	1004501	1005841	1341	1
906	-	1005852	1006562	711	1
907	-	1006693	1008180	1488	1
908	+	1008207	1008938	732	1
909	+	1008944	1010062	1119	1
910	+	1010136	1011734	1599	1
911	+	1011731	1014124	2394	1
912	+	1014681	1014860	180	1
913	+	1014866	1015300	435	1
914	+	1015398	1016171	774	1
915	+	1016236	1016685	450	1
916	-	1017217	1018725	1509	1
917	-	1018727	1019965	1239	1
918	-	1020058	1021329	1272	1
919	-	1021344	1021643	300	1
920	+	1022087	1023868	1782	1
921	+	1024211	1024687	477	1
922	+	1024684	1025184	501	1
923	-	1025497	1026816	1320	1
924	+	1027104	1027685	582	1
925	+	1027685	1029337	1653	1
926	-	1029513	1030577	1065	1
927	-	1030578	1031864	1287	1
928	-	1031896	1032633	738	1
929	-	1032710	1033786	1077	1
930	-	1033840	1034631	792	1
931	+	1034903	1036015	1113	1
932	+	1036028	1037002	975	1
933	+	1036999	1037925	927	1
934	-	1037920	1039914	1995	1
935	-	1039936	1041048	1113	1
936	+	1041264	1042094	831	1
937	+	1042115	1043239	1125	1
938	+	1043299	1044315	1017	1
939	+	1044317	1045222	906	1
940	-	1045199	1046020	822	1
941	+	1046136	1048415	2280	1
942	+	1048412	1050346	1935	1
943	-	1050593	1051459	867	1
944	-	1051544	1052317	774	1
945	+	1052360	1052638	279	1
946	-	1052696	1053736	1041	1
947	+	1053765	1054241	477	1
948	+	1054247	1055008	762	1
949	-	1055024	1056685	1662	1
950	-	1057646	1057963	318	1
951	+	1058260	1060575	2316	1
952	-	1060656	1061654	999	1
953	+	1061964	1063127	1164	1
954	+	1063140	1064051	912	1
955	-	1064114	1064962	849	1
956	+	1065127	1066038	912	1
957	+	1066078	1067445	1368	1
958	+	1067561	1068208	648	1
959	+	1068205	1069776	1572	1
960	+	1069883	1071262	1380	1
961	+	1071255	1073273	2019	1
962	+	1073327	1073548	222	1
963	+	1073545	1073928	384	1
